home.baidu.com                	202.108.23.231
www.baidu.com                 	119.75.218.70, 119.75.217.109
wenku.baidu.com               	119.75.222.18
passport.baidu.com            	119.75.219.76
i.baidu.com                   	61.135.185.175
people.baidu.com              	119.75.219.36
ss.baidu.com                  	61.135.186.150, 220.181.111.202
search.baidu.com              	119.75.219.36
blog.baidu.com                	111.206.37.138
my.baidu.com                  	61.135.162.37
user.baidu.com                	10.242.113.33
a.baidu.com                   	112.80.248.124, 123.125.114.38
news.baidu.com                	119.75.222.24
web.baidu.com                 	10.48.30.87
local.baidu.com               	123.125.115.105
cp.baidu.com                  	61.155.137.249
games.baidu.com               	123.125.114.89
music.baidu.com               	119.75.222.3, 180.76.183.17
info.baidu.com                	119.75.222.85
support.baidu.com             	119.75.219.55
dev.baidu.com                 	106.74.49.29, 112.80.255.78
help.baidu.com                	117.185.16.15, 180.149.131.88, 220.181.163.54, 119.75.219.60
content.baidu.com             	220.181.112.208
pay.baidu.com                 	61.135.186.206
bip.baidu.com                 	10.36.48.24
u.baidu.com                   	61.135.185.111
com.baidu.com                 	10.26.137.29
s.baidu.com                   	123.125.115.105
pp.baidu.com                  	119.75.220.27
dd.baidu.com                  	111.13.100.76
app.baidu.com                 	123.125.112.120, 61.135.185.124
union.baidu.com               	61.135.162.184
e.baidu.com                   	180.76.138.9
up.baidu.com                  	10.36.3.27, 10.26.3.49
resume.baidu.com              	10.58.98.34
ff.baidu.com                  	61.135.185.236
portal.baidu.com              	172.22.1.82
task.baidu.com                	123.125.112.151
cc.baidu.com                  	10.36.253.83, 10.81.187.23, 10.26.7.113
opera.baidu.com               	10.40.8.31
edu.baidu.com                 	202.108.23.128
media.baidu.com               	119.75.219.60
cis.baidu.com                 	172.22.1.22
ue.baidu.com                  	119.75.222.50
member.baidu.com              	61.135.185.15
k.baidu.com                   	202.108.23.47
tuan.baidu.com                	180.149.132.183
seo.baidu.com                 	103.235.46.86
ab.baidu.com                  	10.26.209.25
office.baidu.com              	10.99.72.22
profile.baidu.com             	10.58.177.42
ar.baidu.com                  	10.57.16.39
v.baidu.com                   	123.125.114.32, 123.125.70.106
ns1.baidu.com                 	202.108.22.220
bbs.baidu.com                 	119.75.222.48
lab.baidu.com                 	61.135.186.230, 202.108.23.222
h5.baidu.com                  	202.108.23.198, 202.108.23.199
zeus.baidu.com                	10.46.11.136
accounts.baidu.com            	10.11.252.74
static.baidu.com              	61.135.186.152
ko.baidu.com                  	111.206.37.88
video.baidu.com               	123.125.114.32, 123.125.70.106
share.baidu.com               	61.135.162.21
man.baidu.com                 	10.50.82.58
f3.baidu.com                  	119.75.222.50
stp.baidu.com                 	10.58.121.74
doc.baidu.com                 	119.75.222.18
tools.baidu.com               	10.48.30.110
beehive.baidu.com             	10.36.155.42, 10.26.80.44, 10.36.160.22, 10.26.131.36
platform.baidu.com            	10.91.161.75
partner.baidu.com             	123.125.115.209, 123.125.115.174
p.baidu.com                   	119.75.220.27
fa.baidu.com                  	111.206.37.179
open.baidu.com                	123.125.114.102
it.baidu.com                  	10.46.11.83
cdn.baidu.com                 	10.42.6.133
ts.baidu.com                  	61.135.162.116
welcome.baidu.com             	10.42.3.112
tv.baidu.com                  	61.135.185.72
lvyou.baidu.com               	119.75.219.67
vip.baidu.com                 	123.125.112.186
cs.baidu.com                  	10.91.160.210
b.baidu.com                   	119.75.222.21
top.baidu.com                 	14.215.177.37, 14.215.177.38
dashboard.baidu.com           	10.42.132.62, 10.26.21.23
life.baidu.com                	123.125.112.202
net.baidu.com                 	10.242.123.17
auto.baidu.com                	119.75.222.24
files.baidu.com               	10.65.43.129
km.baidu.com                  	10.42.7.54
car.baidu.com                 	61.135.185.145
wap.baidu.com                 	61.135.186.218, 61.135.186.217
sk.baidu.com                  	10.26.95.45
ta.baidu.com                  	180.97.34.199
m.baidu.com                   	220.181.7.236, 220.181.7.235
demo.baidu.com                	10.73.191.38
cms.baidu.com                 	10.26.7.93
sc.baidu.com                  	10.57.85.95
go.baidu.com                  	119.75.219.67
audio.baidu.com               	123.125.65.59
mbc.baidu.com                 	123.125.65.117, 123.125.112.68
scc.baidu.com                 	111.206.223.68
more.baidu.com                	61.135.185.145
sms.baidu.com                 	10.42.4.184
registry.baidu.com            	10.57.8.230
monitor.baidu.com             	10.91.161.200
talent.baidu.com              	119.75.219.27
gm.baidu.com                  	202.108.23.102
translate.baidu.com           	220.181.57.216, 123.125.114.144, 220.181.57.217, 111.13.101.208
img.baidu.com                 	61.135.186.152
n.baidu.com                   	123.125.114.17
spaces.baidu.com              	123.125.114.169
king.baidu.com                	119.75.222.3
api.baidu.com                 	119.75.219.58
want.baidu.com                	182.61.6.178
best.baidu.com                	36.248.8.141
panorama.baidu.com            	61.135.185.208
ap.baidu.com                  	111.206.223.82
sem.baidu.com                 	180.76.152.19
apf.baidu.com                 	10.94.49.33
bl.baidu.com                  	61.135.185.236
spa.baidu.com                 	10.26.23.36, 10.23.23.42, 10.36.129.36
promotion.baidu.com           	123.125.115.174, 123.125.115.209
inner.baidu.com               	10.212.7.17, 10.208.7.53, 10.208.7.52, 10.26.7.118, 10.212.7.16, 10.65.211.21
health.baidu.com              	123.125.70.14
m2.baidu.com                  	220.181.7.236, 220.181.7.235
brain.baidu.com               	180.97.33.158
usa.baidu.com                 	166.62.81.138
tu.baidu.com                  	119.75.222.23
banner.baidu.com              	106.74.49.29, 112.80.255.78
bookmark.baidu.com            	119.75.219.22
city.baidu.com                	111.206.223.93
mx6.baidu.com                 	202.108.22.171
th.baidu.com                  	123.125.114.144, 180.149.132.47, 220.181.57.217, 111.13.101.208
wm.baidu.com                  	123.125.112.77, 61.135.185.144
freemarket.baidu.com          	10.202.103.22
rock.baidu.com                	10.202.105.28
ads.baidu.com                 	10.42.4.225
ideas.baidu.com               	172.18.116.93
edp.baidu.com                 	10.58.97.53
qing.baidu.com                	61.135.185.212
1.baidu.com                   	61.135.186.115
sd.baidu.com                  	103.235.46.69
its.baidu.com                 	10.48.30.110
gandalf.baidu.com             	61.135.186.230, 202.108.23.222
falcon.baidu.com              	10.36.253.135, 10.26.26.88
stu.baidu.com                 	123.125.115.189
alpha.baidu.com               	10.42.4.219, 10.57.8.26
linux.baidu.com               	10.99.31.43
fly.baidu.com                 	10.99.25.43
doctor.baidu.com              	61.135.186.148
viva.baidu.com                	10.207.7.203
qs.baidu.com                  	10.105.97.106
c.baidu.com                   	123.125.114.64
dns.baidu.com                 	202.108.22.220
photos.baidu.com              	119.75.222.23
chan.baidu.com                	119.75.219.22
learn.baidu.com               	10.42.7.161
safe.baidu.com                	112.80.248.126
book.baidu.com                	42.62.39.215
sa.baidu.com                  	10.94.35.13
star.baidu.com                	180.149.144.20
imp.baidu.com                 	10.81.3.237
assets.baidu.com              	10.214.34.19
cafe.baidu.com                	123.125.112.200, 112.80.255.249
payment.baidu.com             	123.125.112.202
404.baidu.com                 	10.36.7.221, 10.81.211.74
bd.baidu.com                  	172.18.100.200
bp.baidu.com                  	10.46.129.37
team.baidu.com                	10.99.72.22
ca.baidu.com                  	220.181.50.208
ee.baidu.com                  	10.46.133.175
asp.baidu.com                 	123.125.114.38, 112.80.248.124
download.baidu.com            	112.80.255.180
fun.baidu.com                 	112.80.248.125, 123.125.115.149
des.baidu.com                 	10.81.211.170
enjoy.baidu.com               	112.80.255.88
mt.baidu.com                  	10.208.6.11
red.baidu.com                 	10.42.4.86, 10.91.160.44, 10.26.3.240, 10.36.4.130
so.baidu.com                  	10.42.7.54
crs.baidu.com                 	123.125.114.59
